Track URI	Track Name	Artist URI(s)	Artist Name(s)	Album URI	Album Name	Album Artist URI(s)	Album Artist Name(s)	Album Release Date	Album Image URL	Disc Number	Track Number	Track Duration (ms)	Track Preview URL	Explicit	Popularity	Added By	Added At	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Time Signature
spotify:track:6gMVni8geOokVP86RN6LSu	Tranquility Through the Clouds	spotify:artist:1QSHrDIyxu63PPlxANjW1C	Mound Blight	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	10	251442	https://p.scdn.co/mp3-preview/0cbe3247df58810cdf4f797c1f6b63cd486f88a3?cid=9950ac751e34487dbbe027c4fd7f8e99	false	6	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:29Z	0.172	0.131	6	-23.5	1	0.0401	0.721	0.791	0.22	0.0367	102.778	4
spotify:track:0ynrMymGs8SvglDeYmlBQV	Shame Incubation	spotify:artist:5inC9HFo8gM2I0Wj6uooWI	Griffin Tongue	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	11	182244	https://p.scdn.co/mp3-preview/c77ae40c04b16a00529a13955bb67a81e5258c94?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:29Z	0.141	0.133	4	-20.392	1	0.0404	0.677	0.984	0.106	0.0347	102.933	3
spotify:track:2BTyL4MINZ4lICY1oxAVX4	Soothing Yorokobi	spotify:artist:2rN08sCIagjykvbEWQ7wKQ	Service Revolt	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	12	166309	https://p.scdn.co/mp3-preview/fe891065ac136ffc559f40d90ca8f9085c5c8dab?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:30Z	0.167	0.0752	5	-27.175	0	0.0389	0.816	0.925	0.115	0.0588	64.925	5
spotify:track:1xs5q6MJAZG3Sf3ePyK2md	Bloom Between Two Stars	spotify:artist:4NugiLhJZHGJuajjH0xBTs	Emergency Tracking Unit	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	13	168373	https://p.scdn.co/mp3-preview/fbc65507ae3ce0fd389eeb5b199bbb5731b143ae?cid=9950ac751e34487dbbe027c4fd7f8e99	false	6	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:30Z	0.394	0.1	5	-24.98	1	0.0454	0.99	0.952	0.0965	0.0362	83.795	3
spotify:track:6mjNl0ENY8ieZ2CALJK952	Wind Legacy	spotify:artist:13AHZoCdCi4CToSDKJiOsI	Dhink	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	14	169026	https://p.scdn.co/mp3-preview/f325a849da698274f11a30e7c602ff372869bda4?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:30Z	0.134	0.102	2	-22.781	0	0.0395	0.925	0.941	0.111	0.0357	90.78	3
spotify:track:4Qm32LSeB0cKyuCp6Ae9mB	Reflections Between Us	spotify:artist:6eSu7PspQdq8qn1Q5utRhP	Axion Meter	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	15	190446	https://p.scdn.co/mp3-preview/21c1992334aef13848ffcc00e6f39ffde94e1251?cid=9950ac751e34487dbbe027c4fd7f8e99	false	10	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:31Z	0.0756	0.00597	2	-32.197	1	0.0507	0.973	0.602	0.103	0.0374	82.258	3
spotify:track:3kAj9OhQg6X5yob0YKTvQr	My Floating Parts	spotify:artist:7M2q7tYNE5NKtO7NxY4CcY	Qiriz	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	16	189036	https://p.scdn.co/mp3-preview/5b3b7bb986038318303757be40eafd659c2fbf30?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:31Z	0.208	0.0427	6	-31.86	0	0.0358	0.788	0.962	0.11	0.0812	66.237	3
spotify:track:70yKxXLYDk0pH3iIPcQ8uK	The Deepest Andromeda	spotify:artist:2JrW996ilzfnfiT1E2LQzS	Blue Sword Tribe	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	5	200451	https://p.scdn.co/mp3-preview/4c0baa9c980e70f4cc7a1b68bfbe3a761b72ed1e?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:32Z	0.189	0.0689	5	-30.284	0	0.0342	0.798	0.875	0.108	0.039	104.247	5
spotify:track:3nKVwK48knjhk0GTyTeCS3	Lionheart	spotify:artist:6KYPnW6GKeAiFKWJTxyQLJ	Umroka	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	2	252696	https://p.scdn.co/mp3-preview/d02649514cd58c36acaf3e1485cd8afb6956877d?cid=9950ac751e34487dbbe027c4fd7f8e99	false	8	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:37Z	0.183	0.169	7	-22.831	1	0.0355	0.899	0.977	0.124	0.036	50.947	4
spotify:track:1ULlb1aIpqn5rQ1Jha3mdo	One Simple Moment	spotify:artist:29XdIaJmGBRxRsri5rS1Pe	LTUX Family	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	3	210456	https://p.scdn.co/mp3-preview/f29261bbf67aaeda919d231e687c44b3df7e0515?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:38Z	0.203	0.0556	11	-27.25	1	0.0378	0.847	0.964	0.11	0.0552	108.957	4
spotify:track:06JOTUL0TQ8OWt2XTCloXX	Pathway to The Beach	spotify:artist:2nIAznfnLDnIf6kvUUqWdG	Order of Ethereal Dawn	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	4	310479	https://p.scdn.co/mp3-preview/bd6921d68e72354d584883f3d2b8be629cd9fabb?cid=9950ac751e34487dbbe027c4fd7f8e99	false	7	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:34:39Z	0.128	0.165	10	-20.861	1	0.0482	0.972	0.914	0.0883	0.132	76.792	4
spotify:track:1TwTLyS54L75o9ACUeksGd	Relaxation by The River	spotify:artist:0QRt4veJdFx8Xq0wJ67zir	Mneuj	spotify:album:6nsYbm0Xx9cW4DjhPJkgy2	Indian Meditation Music (Instrumental Relaxing Music for Meditation, Yoga, Wellness Centers)	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2021-08-20	https://i.scdn.co/image/ab67616d0000b273a8584e9fe76c3a3be8f00097	1	1	184830	https://p.scdn.co/mp3-preview/27956a2e93fa35b133b7a29722273e44a485566f?cid=9950ac751e34487dbbe027c4fd7f8e99	false	8	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:12Z	0.18	0.351	5	-23.558	0	0.0381	0.934	0.906	0.141	0.144	85.514	1
spotify:episode:6aoC3vN5D50AQjEMaBQqLd	Relaxing Yoga Music ● Jungle Song ● Morning Relax Meditation, Indian Flute Music for Yoga, Healing	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music		https://i.scdn.co/image/ab6765630000ba8aeed95194007c1ea152762392	0	0	2460408	https://p.scdn.co/mp3-preview/ea25e31cb7954361bfd8b3fda9de2c372814e4d1	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:14Z												
spotify:track:1Xy4Kr22R0Uc8zpi4Pl8Cp	Meditation-Yoga Music (Indian Classical)	spotify:artist:4s5ADFbv28ry5XWS1PYnuu	Karthik Kodakandla	spotify:album:7mvoCwVos8U6FjJRnDcJ5A	Meditation-Yoga Music (Indian Classical)	spotify:artist:4s5ADFbv28ry5XWS1PYnuu	Karthik Kodakandla	2022-02-13	https://i.scdn.co/image/ab67616d0000b27337bb94eff7231a59c30cc004	1	1	208848	https://p.scdn.co/mp3-preview/f4e76b337904db3a7428772ac4dfa6e5416b0bf4?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:19Z	0.556	0.569	7	-8.543	1	0.0337	0.851	0.453	0.172	0.396	79.956	4
spotify:track:5WVfkAGba0PcnE7OTarTn7	Indian Meditation Music, Shamanic Flute	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	1	234146	https://p.scdn.co/mp3-preview/5387fc0bd17c4e5805cbb7c99786191edf9bcc83?cid=9950ac751e34487dbbe027c4fd7f8e99	false	23	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:29Z	0.0904	0.194	4	-25.37	0	0.0509	0.881	0.97	0.11	0.158	78.99	4
spotify:track:4745nUGC7CKJ3DrYmmXolK	Mystic Journey, Aztec Music	spotify:artist:2h6L0VqIEGqlslzLLXxKIT	Asian Flute Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	4	211000	https://p.scdn.co/mp3-preview/668c00179f4801596e0c0708e21fe66ff22255c4?cid=9950ac751e34487dbbe027c4fd7f8e99	false	5	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:31Z	0.229	0.144	9	-26.815	0	0.0578	0.982	0.817	0.329	0.039	136.622	3
spotify:track:0bUZxhAS0iMjhOwJRX1vHh	Classical Indian Music	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	5	225200	https://p.scdn.co/mp3-preview/25bba23c5f440fd414caa2fce569265f5dc052b5?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:31Z	0.737	0.0739	4	-18.235	0	0.0371	0.955	0.877	0.0756	0.345	75.02	4
spotify:track:3a3DpVXn4CBnBHQBsXOdW5	Play of Consciousness	spotify:artist:2G16MzQBiLndfDhH1bs6UX	Calming Music Sanctuary	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	6	215429	https://p.scdn.co/mp3-preview/9c0332d8eab29f5cb2771831c5c9001664c8660e?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.541	0.022	3	-19.554	1	0.0383	0.919	0.969	0.077	0.553	79.948	3
spotify:track:0XJ24IHIziySc2u0j96swu	Deep Pure Relaxation	spotify:artist:61xti2hdFj53b8yFZFFoH0	Relaxing Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	7	252631	https://p.scdn.co/mp3-preview/6ff78370ae77ce77ba33d766fd19d2a78c3ca465?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.315	0.0409	9	-26.47	0	0.0403	0.993	0.952	0.124	0.075	82.259	4
spotify:track:1MmiuowmZH8iL2LMXnxyaU	Tibetan Zen	spotify:artist:2h6L0VqIEGqlslzLLXxKIT	Asian Flute Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	8	211850	https://p.scdn.co/mp3-preview/2ac5d9dea4be5d538853aee0f9f328e1e0e02118?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.252	0.0211	5	-26.958	1	0.0455	0.994	0.953	0.252	0.0405	137.698	5
spotify:track:6LDBxzbIvupXywKZ0l9L8a	Mindfulness Yoga	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	9	199097	https://p.scdn.co/mp3-preview/adb788f68303ae982959ef4cc860ce26bef0e7fe?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.181	0.0099	9	-22.851	1	0.0555	0.99	0.918	0.0444	0.218	78.801	4
spotify:track:2HQTHMD0ilkLqS7ilggtAO	The Sacred India	spotify:artist:2G16MzQBiLndfDhH1bs6UX	Calming Music Sanctuary	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	10	205804	https://p.scdn.co/mp3-preview/e25f571b307e1c0383fdfb3920b6ba427d26f05c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	3	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.199	0.245	7	-24.679	1	0.0848	0.785	0.909	0.113	0.142	79.205	4
spotify:track:1mDTFTbtiPLw0MEJ39WPq4	Awakening Mind	spotify:artist:61xti2hdFj53b8yFZFFoH0	Relaxing Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	11	211000	https://p.scdn.co/mp3-preview/3f45386704d08dbc8ad949410bf29467463875b3?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.365	0.0387	2	-21.905	1	0.0497	0.944	0.103	0.0698	0.0686	104.542	3
spotify:track:3YVHjzKuLpWzEI447sI29A	Dream the Future	spotify:artist:2h6L0VqIEGqlslzLLXxKIT	Asian Flute Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	12	218461	https://p.scdn.co/mp3-preview/adad6c3a8d6a26453d9455c9522c92fd576bb6e8?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:32Z	0.664	0.116	4	-21.653	0	0.0341	0.911	0.948	0.095	0.14	78.022	4
spotify:track:0200D0onrepWVvBZL69rk3	Heal Your Spirit & Body	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	13	225200	https://p.scdn.co/mp3-preview/0d9a1864ec4deac1cf5e581003bad3ddba09ae96?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.208	0.0478	4	-25.615	0	0.0353	0.982	0.96	0.07	0.384	74.594	4
spotify:track:1fyXwNIrS33ts0QphTDTat	Soul of Flight	spotify:artist:2G16MzQBiLndfDhH1bs6UX	Calming Music Sanctuary	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	14	234000	https://p.scdn.co/mp3-preview/84bfe31ddf0d005b63d597db6e18a65eb0843f05?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.207	0.0226	2	-27.473	0	0.0525	0.992	0.86	0.0962	0.0712	128.482	4
spotify:track:2dbg8p68Hnfm13ZT6xBnvr	Deep Sleep Hypnosis	spotify:artist:61xti2hdFj53b8yFZFFoH0	Relaxing Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	15	211000	https://p.scdn.co/mp3-preview/acb88cd41d482dc3e0ed43319e5c9bf0d70d3976?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.227	0.222	2	-26.207	0	0.0736	0.929	0.523	0.931	0.0382	106.517	4
spotify:track:3GNGHhdbZK9dT8ZlZhTUlq	Chant of the Sun	spotify:artist:2h6L0VqIEGqlslzLLXxKIT	Asian Flute Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	16	234000	https://p.scdn.co/mp3-preview/8eb11f9e04034c8809f8dd576e19c80cbacb6926?cid=9950ac751e34487dbbe027c4fd7f8e99	false	1	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.354	0.0454	2	-24.318	1	0.0826	0.994	0.813	0.0761	0.153	132.826	4
spotify:track:1B9OkJj4frUJjrqH6dCd7x	Between Worlds, Native American	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	17	235887	https://p.scdn.co/mp3-preview/96f1888132ceb10427606deb5fff8a612e2472cd?cid=9950ac751e34487dbbe027c4fd7f8e99	false	1	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.163	0.081	1	-26.973	0	0.0469	0.938	0.97	0.0967	0.129	137.553	3
spotify:track:5glwVXIsUVsayItTOMXCXk	Finding Yourself	spotify:artist:2G16MzQBiLndfDhH1bs6UX	Calming Music Sanctuary	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	18	237000	https://p.scdn.co/mp3-preview/e921c4e7957e3bb4f76e48867dd3e50208c327a4?cid=9950ac751e34487dbbe027c4fd7f8e99	false	1	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:33Z	0.611	0.109	9	-23.846	1	0.0427	0.821	0.891	0.105	0.544	140.006	4
spotify:track:0V04eG8Rz9uTdyDJ6IwReh	Summer Ritual	spotify:artist:61xti2hdFj53b8yFZFFoH0	Relaxing Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	19	211000	https://p.scdn.co/mp3-preview/d06aa8206f5c12c8cb73939185c309971b9d15ca?cid=9950ac751e34487dbbe027c4fd7f8e99	false	1	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:34Z	0.177	0.224	9	-24.011	0	0.0587	0.418	0.942	0.0881	0.0645	86.038	4
spotify:track:1CVkiAaiCdrWY9UHEtcszo	Mystic Temple	spotify:artist:2h6L0VqIEGqlslzLLXxKIT	Asian Flute Music Oasis	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	20	205804	https://p.scdn.co/mp3-preview/c9fe893a19e093d3b7f1dbe68b61438221141e68?cid=9950ac751e34487dbbe027c4fd7f8e99	false	1	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:34Z	0.351	0.179	0	-26.316	1	0.524	0.311	0.56	0.0985	0.0687	107.01	1
spotify:track:4BiESi9Kit07dMGWuawDcd	Daily Reflections	spotify:artist:7IgLHADCmO8pOUAqR9kTo3	Oriental Music Zone	spotify:album:3twGvs09bBbcGk5cEBf0Mc	Indian Meditation Music Collection – Instrumental for Pure Positive Vibes, Chinese Healing Flute & Oriental Traditional Sounds	spotify:artist:0LyfQWJT6nXafLPZqxe9Of	Various Artists	2017-08-21	https://i.scdn.co/image/ab67616d0000b2730d1d8dbd1ce6f440092254ac	1	21	212395	https://p.scdn.co/mp3-preview/0d9fe1dc42911cd1f344290e5af3635ee2022a83?cid=9950ac751e34487dbbe027c4fd7f8e99	false	2	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:35:34Z	0.407	0.254	0	-23.677	1	0.0333	0.967	0.871	0.0987	0.371	160.069	4
