Track URI	Track Name	Artist URI(s)	Artist Name(s)	Album URI	Album Name	Album Artist URI(s)	Album Artist Name(s)	Album Release Date	Album Image URL	Disc Number	Track Number	Track Duration (ms)	Track Preview URL	Explicit	Popularity	Added By	Added At	Danceability	Energy	Key	Loudness	Mode	Speechiness	Acousticness	Instrumentalness	Liveness	Valence	Tempo	Time Signature
spotify:episode:5rB1a0iGzutsvmKb89JsRe	Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	10811717	https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:15Z												
spotify:episode:07yAoOUjUjbrvP0qenStta	Meditative lord krishna flute music for positive Energy , Relaxing body and mind,meditation,yoga	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	3690346	https://p.scdn.co/mp3-preview/c23f8c78391c54c88d9046e21953cca46fa093a6	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:20Z												
spotify:episode:6aoC3vN5D50AQjEMaBQqLd	Relaxing Yoga Music ● Jungle Song ● Morning Relax Meditation, Indian Flute Music for Yoga, Healing	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music	spotify:show:64ijNYNNSIzrNFEcXwB6YL	Relaxing music		https://i.scdn.co/image/ab6765630000ba8aeed95194007c1ea152762392	0	0	2460408	https://p.scdn.co/mp3-preview/ea25e31cb7954361bfd8b3fda9de2c372814e4d1	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:23Z												
spotify:episode:5rB1a0iGzutsvmKb89JsRe	Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	10811717	https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:33Z												
spotify:episode:5rB1a0iGzutsvmKb89JsRe	Yoga Music, Relaxing Music, Calming Music, Stress Relief Music, Peaceful Music, Relax	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF	spotify:show:4O9ewm6rHndbj2AiagZiUG	MEDITATION SELF		https://i.scdn.co/image/4514ca814660f983cdb29e0220c57486e3124bdf	0	0	10811717	https://p.scdn.co/mp3-preview/32037f42396745a375cf6bb73a34360a52698b96	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:35Z												
spotify:episode:6woGmcr5A67MkTa1uG4sdV	Indian Flute Music For Deep Meditation, Relaxation ,Inner Peace, Yoga And Spa	spotify:show:3Rn9QKtVmHhAIYBYGOEW6v	Prana Relaxation And Meditation Music	spotify:show:3Rn9QKtVmHhAIYBYGOEW6v	Prana Relaxation And Meditation Music	spotify:show:3Rn9QKtVmHhAIYBYGOEW6v	Prana Relaxation And Meditation Music		https://i.scdn.co/image/ab6765630000ba8abb94cfa610ee576b569eab4b	0	0	2827050	https://p.scdn.co/mp3-preview/4c05cdcba09931803b19aa3b8a8c95a7620d4326	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:37Z												
spotify:track:36w2hOwW8kdzncCHOy51mR	Background for Tranquility	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	3	123437	https://p.scdn.co/mp3-preview/8a6974ac94a651d9c9a3cc7ebeb3487596aed487?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:45Z	0.621	0.461	1	-16.209	1	0.051	0.739	0.981	0.113	0.236	140.112	4
spotify:track:1W6b4PTSweyOiFhM0oKoSR	Ambient Indian Music Soundtrack for Tranquility	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	4	123437	https://p.scdn.co/mp3-preview/0cb09b9ac499054fe923c7d4c293e7c63b7f65be?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:46Z	0.682	0.345	1	-15.798	1	0.0492	0.69	0.933	0.145	0.174	140.033	4
spotify:track:4vQ6RgRsv1CyQrhH59gtiW	Modern Pranayama	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	5	123437	https://p.scdn.co/mp3-preview/43a1f120bc74d56881072e80d55bd064dc00e4d0?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:47Z	0.636	0.243	6	-15.393	1	0.047	0.485	0.901	0.128	0.0377	140.022	4
spotify:track:299t0LwGN8miWdX4AHtB0S	Thrilling Tranquility	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	6	123437	https://p.scdn.co/mp3-preview/91baec5472a0dbfb81d21e4ed93c19ea0866bd3c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:47Z	0.735	0.429	1	-16.975	1	0.051	0.328	0.938	0.105	0.128	139.959	4
spotify:track:7tDlOJLY2VS3webUUthgqV	Subtle Moods for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	7	123437	https://p.scdn.co/mp3-preview/7112393267b8500ebc3937c43c95ceee120aae4e?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:47Z	0.598	0.344	1	-16.243	1	0.053	0.805	0.947	0.176	0.212	139.98	4
spotify:track:5Apk9OFvLsElwm137rY6oQ	Cheerful Sitar and Tabla - Vibe for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	8	123437	https://p.scdn.co/mp3-preview/4fc998fe616b08c780b3d973f8e1d369b051a417?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:47Z	0.702	0.326	1	-18.989	1	0.0813	0.59	0.965	0.118	0.0746	140.073	4
spotify:track:3a6WfK3OJp4BUpxUwdEYWS	Atmospheric Ambience for Pranayama	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	9	123437	https://p.scdn.co/mp3-preview/f3d3062ba249985c299099815d3bcd6eb0bc93c0?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:47Z	0.696	0.417	1	-16.061	1	0.0444	0.378	0.937	0.108	0.149	140.012	4
spotify:track:3op3ChKAlcWMkQP8QMkHO3	Awesome Ambiance for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	10	123437	https://p.scdn.co/mp3-preview/a8d1c0db92aaef75e1c70759c4aaaaee5d961d57?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.622	0.434	1	-15.999	1	0.0428	0.733	0.871	0.113	0.292	140.153	4
spotify:track:17jBQYvuAndS6ZZbqff9Qu	Smooth Music for Echos	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	11	123437	https://p.scdn.co/mp3-preview/0cacd5df6e6f350c6a8e99cb71adfae49401a8fc?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.685	0.253	1	-16.541	1	0.0488	0.208	0.912	0.109	0.036	140.108	4
spotify:track:78Xo5lpoI4C9tfXoyvzo1j	Stylish Backdrops for Echos	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	12	123437	https://p.scdn.co/mp3-preview/cd50ac042db0b18b1649fa8ada119d0b4508c84a?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.599	0.366	1	-15.626	1	0.0429	0.713	0.56	0.163	0.24	139.947	4
spotify:track:6UwXRdUFc2U9TCrCj7UYSz	Background for Tranquility	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	13	123437	https://p.scdn.co/mp3-preview/452dc9ad083a7945bcdc7b5751ab2cceaca253f2?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.722	0.392	8	-17.259	1	0.0544	0.493	0.917	0.153	0.186	140.013	4
spotify:track:3tQ5qKvOubxM87sJpfkM7d	Ambient Indian Music Soundtrack for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	14	123437	https://p.scdn.co/mp3-preview/e38d8067f6a1066f91e07c4f4019b74bedce4825?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.637	0.269	1	-14.895	1	0.0495	0.428	0.892	0.116	0.0388	139.968	4
spotify:track:4dKrG1SjWysH5kzUud4ftN	Grand Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	15	123437	https://p.scdn.co/mp3-preview/6c2b0411c7b473d47c7f11b18d85106fa73aeb9c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.658	0.44	8	-16.026	1	0.045	0.67	0.915	0.104	0.0669	140.064	4
spotify:track:5h119NcLt5TjXRou4PdoaE	Paradise Like Rejuvenating Therapy	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	16	123437	https://p.scdn.co/mp3-preview/f2fd89314b6eb35b4fc9cddefd18b056389bbe70?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:48Z	0.616	0.364	8	-17.048	1	0.053	0.607	0.882	0.112	0.0417	140.097	4
spotify:track:5ksBtTOnN8jmeREspmNbaG	Calm Moods for Yogi Nidra	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	17	123437	https://p.scdn.co/mp3-preview/0e8201deff56bc00759bb2570949a38abcc4fda4?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:49Z	0.7	0.378	1	-16.979	1	0.058	0.669	0.925	0.0974	0.309	140.089	4
spotify:track:6XDYiuZzA2s5EAUQJG4ZCu	Mind-blowing Sitar and Tabla - Vibe for Pranayama	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	18	123437	https://p.scdn.co/mp3-preview/329b7e31f17ca1fd6798c9440ecbb69fca4e72d5?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:49Z	0.658	0.42	1	-14.186	1	0.0542	0.699	0.961	0.159	0.166	140.047	4
spotify:track:22ihxtKWqF34SHUYE9Ogyc	Soulful Ambience for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	19	123437	https://p.scdn.co/mp3-preview/d1848a8a9683f81c718078776703f5693e4a2cee?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:50Z	0.713	0.42	1	-17.272	1	0.0754	0.453	0.928	0.107	0.181	139.964	4
spotify:track:0riNpxYhZetQ05lRRYSwjp	Opulent Ambiance for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	20	123437	https://p.scdn.co/mp3-preview/b457dbc74a5fcbc923f0b01708663ff6989eab2b?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:38:50Z	0.651	0.415	1	-16.476	1	0.0488	0.612	0.924	0.125	0.152	139.894	4
spotify:track:276wWbxlELcxzQNVjsdiiP	Exciting Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	1	123437	https://p.scdn.co/mp3-preview/800e6715a47cef983761c303840f2526bfa5949a?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:13Z	0.654	0.327	1	-16.27	1	0.0516	0.442	0.847	0.11	0.0342	140.021	4
spotify:track:70RBoYCPBztJt5MSe7XR1f	Phenomenal Backdrops for Vipassana	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	spotify:album:71gvigZEC0zIVRCZhG6QbS	Ambient Indian Music - Background Music for Calming Moods	spotify:artist:3Khwsg3Dvn37dB8X4S00Ul	#Calming	2022-02-01	https://i.scdn.co/image/ab67616d0000b2737956aed53c753cc6ce385e7a	1	2	123437	https://p.scdn.co/mp3-preview/92da0bdfc015d2ce004cb7baa7b123a2f81c828c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	0	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:17Z	0.608	0.367	1	-16.629	1	0.0412	0.555	0.794	0.141	0.0847	140.09	4
spotify:track:5oOl0cAqaLR3ZMeuJ0HYfp	Flute Sounds For Relaxation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	7	194861	https://p.scdn.co/mp3-preview/956fa29c3e516e80c52db86fbc3509c2cce0776c?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:52Z	0.105	0.125	0	-17.286	1	0.0447	0.984	0.845	0.0937	0.0374	66.717	4
spotify:track:32Da1rgVHGNcN4oOs3P7yO	Flute and Sounds For Sleep	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	8	136533	https://p.scdn.co/mp3-preview/dbd6a124b0cc6098be2a4dc30a959800062982ce?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:52Z	0.258	0.242	10	-13.721	1	0.0395	0.952	0.685	0.112	0.0397	65.831	4
spotify:track:5BX3MFM2DWl0tNqQXK0mge	Nighty Relaxation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	9	131796	https://p.scdn.co/mp3-preview/8e77e1c9e95014de55e62da7eb61918816445cb3?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:52Z	0.208	0.162	9	-16.904	0	0.0419	0.982	0.941	0.0967	0.0398	53.15	5
spotify:track:2w3IgXAelQiU9sAMJAmRr3	Background Flute Music	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	10	147121	https://p.scdn.co/mp3-preview/be325b30e532088cecbe2e3645f362297cb668e6?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:53Z	0.0821	0.169	2	-16.097	0	0.0386	0.989	0.907	0.0971	0.0535	64.99	5
spotify:track:0YQcDTIGbk6MEVRoD07lxf	Flute Music for Healing and Wellness	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	11	147586	https://p.scdn.co/mp3-preview/eda308530b692c69612c218df9f54d795145fad5?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:53Z	0.201	0.178	2	-15.939	0	0.0459	0.984	0.907	0.0937	0.0389	62.783	4
spotify:track:175upiBCXTFew1Y4Hxe22w	Calm Native American Meditation Music	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	12	152694	https://p.scdn.co/mp3-preview/2ff9d5ff81352b7311139bc341c5cbfe76404cd8?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:53Z	0.18	0.163	7	-15.639	1	0.0441	0.938	0.175	0.111	0.0452	120.512	4
spotify:track:0bb9nzU6oAQ8sY7NQhajc0	Deep Sleep Aid Flute Music	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	spotify:album:4voAJGyT67x61I1xwpZvou	Healing Indian Flute: Calming Native American Flute for Spa, Massage, Yoga & Meditation	spotify:artist:58EFY0ThOAiwT3zm9PEvFd, spotify:artist:3JwH8swvnqAq6y4BKmwSe3, spotify:artist:6JKzNyyRN128rILrhNBscX	Deep Sleep Music DEA Channel, Flute Music Meditation DEA Channel, Spa Music Relaxation	2021-12-16	https://i.scdn.co/image/ab67616d0000b273e3de3aef322ea321b14e3c48	1	13	137090	https://p.scdn.co/mp3-preview/e53b1b00028217da0f43ba7375d765df29091fcc?cid=9950ac751e34487dbbe027c4fd7f8e99	false	4	spotify:user:31hmjzhlbj4ehjd6qrmh7v4rv6oi	2022-02-15T08:39:54Z	0.232	0.115	0	-18.522	1	0.0404	0.989	0.922	0.137	0.0363	96.682	4
